课程名称,课程ID,课程学分,结业条件
产品经理的调研分析思维,RDM010445,1,课程评估
产品经理的人性视角思维,RDM010446,2.5,课程评估
操盘手就是船长：泰坦尼克的启示,RDM010432,0.1,课程评估
操盘产品首先是控制产品迭代节奏：架构,RDM010433,0.2,课程评估
从轻到重，船小好调头,RDM010434,0.5,课程评估
微信的产品节奏和操盘人,RDM010435,0.1,课程评估
主干产品和枝干产品的关系：微信与微博的对比,RDM010436,0.1,课程评估
细探微信的产品节奏和操盘人,RDM010437,0.2,课程评估
失控的操盘与失控的产品,RDM010438,0.2,课程评估
唯快不破的操盘手：雷军,RDM010439,0.2,课程评估
从KPI到OKR的团队管理模式,RDM010440,0.2,课程评估
操盘者应确定“对用户好一点”的节奏,RDM010441,0.1,课程评估
大运营和小运营：运营涉及不同的范畴,RDM010422,0.1,课程评估
产品运营的核心价值：用户价值最大化,RDM010423,0.1,课程评估
谈恋爱一样的运营：对的时间遇到对的人,RDM010424,0.1,课程评估
产品生命周期影响运营节奏,RDM010425,0.2,课程评估
分用户、分手段、分KPI的运营,RDM010426,0.2,课程评估
理想用户画像去死吧！场景、动机和需求形成运营标的,RDM010427,0.2,课程评估
收入是自然而然的结果,RDM010428,0.1,课程评估
参与感：新运营的口碑驱动,RDM010429,0.5,课程评估
数据与转化率：互联网的核武器,RDM010430,0.2,课程评估
别让运营为产品吹的牛买单,RDM010431,0.2,课程评估
关于全面质量管理，你真的了解吗？,6e29fd769d7ae96c06c53cdcb3b6f05e,1.5,课程评估
学习APQP，先搞明白这些,295cec9310ba42d488d3875dcfd1da47,1,课程评估
学习APQP，先搞明白这些,1ce97915cbc447a56e6670950cc4e6c3,1,课程评估
一节课告诉你为什么大家都在做敏捷,b2cd2761d3f5d52216dad361f301f79e,0.5,课程评估
这三个角色，敏捷管理中必不可少,21398846f090e71fe142597b167adb10,0.5,课程评估
敏捷管理的三个交付件，你知道吗？,7e232ed6616cf31ca7a272c32b464917,0.5,课程评估
四个会议让敏捷管理更容易,19ea8c606f010d529a7917ae9c80a50f,0.5,课程评估
敏捷冲刺（sprint）前的3个重点,134f90882529fa4306d7dd0e0ecda015,0.5,课程评估
九步，让你轻松掌握敏捷冲刺（SPRINT）,e4720cb24cdbb13ae7199ccf424d502b,0.5,课程评估
敏捷管理方法和工具，你知道几种？,4dc3ebe347b38743044bffd54fe60606,0.5,课程评估
这些事情做到了，敏捷团队建设就不难!,b72410225e8dd76bcf6be8775903be2f,0.5,课程评估
不是不懂沟通，而是你还不知道这些,823491de1a8d45327cd909227e35c293,0.5,课程评估
高效敏捷的12个实践法则,8a3aabf9625c99b49df2611c935a1cc5,0.5,课程评估
三圈定位产品经理能力模型：用户体验、技术能力和商业思维,bb167c3cbfb22bf7b9da57d5d0ac3703,0.1,课程评估
职业规划：没有门槛的产品经理能不能做一辈子,c7c43b6274718bef1d3dc60f9e344a7c,0.5,课程评估
市场和雇主怎么定义产品经理的,3b82458bbc28093f1d42b74bdb66a178,0.1,课程评估
三圈能力模型：产品经理需要软硬结合的能力,4ec8609f9baccf953b889bc27dd2e9e6,0.1,课程评估
用户体验：处女座的优势地位,b946d1454a3c648c54bd6953c7c72448,0.2,课程评估
技术能力：产品的技能和工程师的思维,edbf9031f5b8da8a506bfde673049d12,0.2,课程评估
一年级产品经理：执行力驱动，产品感培养,89bfd0ebdb1e94772bb5f5074f6221ad,0.1,课程评估
第一回——解决问题，而不是制造问题,6c998fe79581aa74e348b44abfed027c,0.2,课程评估
第二回——创意没有价值，执行力才有,0f29bcc707e55692e470a232dde9a11d,0.2,课程评估
第三回——忘记改变世界，先改变自己,df8fc2beb67ddac790f6411022e7dc3e,0.2,课程评估
第四回——为自己做一个书架：Knowledge Map,f67f1f0ab3b800b044e95b5f8fc67c74,0.2,课程评估
第五回——培养产品感觉,152862b4bfd23a3813e2dbb8bad0db1a,0.1,课程评估
二年级产品经理：用户价值驱动，沟通能力培养,2da253755128fbeeb6ed0eaf84254d32,0.1,课程评估
第一回——学会定义流程和产品,59f34091f91d640e96407b472d46ef43,0.2,课程评估
第二回——代言人：你和用户是一国的,d35027cc9426669726f7f32798a011aa,0.1,课程评估
第三回——翻译官--把用户需求翻译成产品需求,422883ce3bf83176d5250bcabb1b96e1,0.5,课程评估
第四回——管理需求，这关系到你的沟通能力和信任,106a6f054a50d2745db5bd96e24bfd70,0.2,课程评估
三年级产品经理：运营驱动产品，成就感培养,7b2040f1a70ffbf02f2ddd42159f2b9d,0.1,课程评估
第一回——从接受需求到发现需求，想寻求帮助先帮助别人,85f9fa8b4ae5c50910b47a3556296596,0.1,课程评估
第二回——产品价值：通过微笑价值带来商业价值,1ee6f8913dd1ffc649682a8f06cc94ef,0.1,课程评估
第三回——像CEO一样带领团队前进，与运营紧密合作,d44a5a92f50211a63a4627bf1be40418,0.1,课程评估
第四回——产品经理是妈， 运营是爸， 好产品是运营出来的,6ad60d10f0e9da24939f16a4e13b795f,0.5,课程评估
第五回——做顺应大势的产品：不同时期做同一款产品结果不一样,fd90ce7536746d1e3b50d4628e7a4863,0.2,课程评估
用户的代言人和翻译官,bed68c704ccdad28fa7079d0c324b1c5,0.1,课程评估
产品的价值在于让用户微笑,60cce747bf0cb630f2015c3ee002b9a0,0.1,课程评估
理想的用户就是“17岁的科技红颜”,26af74469076a86d77974869d23e509f,0.1,课程评估
用户需求与产品需求是不一样的,cda596da3790917420ace5bfa370ec67,0.1,课程评估
用户、场景、需求确定产品设计方向,6c3863252ecbadc6e517be227ecfb42d,0.1,课程评估
讲故事，而不是贴标签,bdb422bdfca769b7c3243f9a54570a37,0.1,课程评估
让用户提意见，但不要让用户做决策,18c886e7a741c79c07483cc41341f8c3,0.1,课程评估
我的第一个产品的用户选了大学生,46123a81abcc525cf01b3eb1a4162283,0.1,课程评估
小白产品经理看产品：什么是互联网产品,91f2b01481825a85f42cc8b7ca401c74,0.1,课程评估
产品经理面试的第一道题：你用哪些产品,24b6e9fb60508f23cc88e9290fcf843f,0.2,课程评估
什么是好产品：好看还是好用,5fd2e29c5b56905d6adb95b24b6615e2,0.1,课程评估
什么是互联网产品：黑盒子模型,53515873bb6baac8ced2e60341e8b002,0.2,课程评估
像庖丁解牛一样去观察产品,c05232535034826d25e2c32fc8a35b07,0.2,课程评估
学会用App Store的版本还原产品,945fdcbf981f7defdf13bb3f30cb6076,0.2,课程评估
迭代视角做产品（上）,469abb265a9d3b7907923276e7efd96e,0.1,课程评估
看看那些2000年的互联网产品,ea84fd86ec8266a52ec7b800473663b0,0.2,课程评估
从0-1是本质变化，从1-N是迭代,7a9b71622ab2661ca0114e2253913ee5,0.1,课程评估
符合产品生命周期的产品设计逻辑,7fae98e41e4bfd9c2a8b339a83423e23,0.2,课程评估
符合迭代与灰度的产品设计逻辑,f98fe978680f4cc70042d63c2c8266ff,0.2,课程评估
迭代视角做产品（下）,1dbcb080eceb0a1dce70a6a20fd4e539,0.1,课程评估
符合心里曲线的产品设计逻辑,8a2cbec8b4fcf50776155b08746587ed,0.2,课程评估
需求通过迭代释放 迭代是水闸,10800cad8458129c64efa14db31f1d6c,0.2,课程评估
迭代与MVP模式,0b2b6592f6bb97866f0f8a066348f114,0.2,课程评估
没有迭代要产品经理做什么,8344f4898067032eafb4a2fc370162a2,0.1,课程评估
市场需求文档和产品需求文档是不一样的,f8610e48cc2c6907c69c33890258bbf6,0.2,课程评估
三个层次搞定MRD,ddeb6121822f1c9dd2b667034f86295c,0.2,课程评估
PRD是产品经理的核心产出文档,38b0a8fb5f2addcce94767ffd276b1ae,0.1,课程评估
PRD如何撰写,2b9be81e85032a218a157fb311baa294,0.2,课程评估
PRD评审与功能做减法,6be6d8a087fd3dac95ef4ecc6bd9d1ea,0.2,课程评估
学会用文档和研究交流,b7f62f7254cc4daa067684f97ff6e69b,0.2,课程评估
没有丑死的产品，只有难用死的,70f12c78f2c1e85739eaef6b4b6858c9,0.2,课程评估
体验是皮，流程是骨支付的流程图,7707d65dd50dcd7937ab490a99baab23,0.5,课程评估
业务流程图的设计：流程图非思维导图,266de39b57f14d7f234e3b78c7cb28de,0.2,课程评估
泳道图规定整体业务流程,3f8ce479fc43ddefff0aeebdf6aab51a,0.2,课程评估
交互设计是润滑剂,8e84b2da38661963066058ef215bfdd3,0.2,课程评估
交互原型的工具使用,e46ab1acc6652332ff9b72ce397e1fcd,0.2,课程评估
用户体验的关注点是用户,186d45f6f43bf7f4c91a077a21f9b134,0.2,课程评估
用户体验不仅仅是好看，更是好用,f747b9d5bdf7361ad51a39329668bc9f,0.1,课程评估
产品经理是用户体验的第一负责人,52311d1a67c194cba3528ad767463d41,0.2,课程评估
现场管理中影响质量的六大因素,d85f29c1417efe9eee1eef46ef4e33ad,0.5,课程评估
如何运用反应性供应链战略,7adf3e6e8dfb41121398e1380d7ba5c5,0.2,课程评估
如何运用有效性供应链战略,08a2415eb5a4c6e94cf4d868715cd600,0.2,课程评估
如何把握采购流程的审批环节,8afb46a5503f80aeefea36606c9f4198,0.1,课程评估
如何把握采购流程的设计要点,3d630c6c8a1a0453640f7035984a6465,0.1,课程评估
如何把握采购前的协商环节,eb643edb355ffd39ff0bdbe89569be85,0.1,课程评估
如何明确需求拟定采购合同,ecc2ec5df6f9070a4cd39b13337133e8,0.1,课程评估
如何基于物料类别规划采购战略,e3d941c2d0bc3847f9eeeb732a71d0a7,0.1,课程评估
如何实现采购战略规划的合理转型,5d2de55b93f82f7c37a1d82c7e4e8c8f,0.1,课程评估
如何基于企业战略转型规划采购战略,7da13b93ccecdba725de3a4211aaeed0,0.1,课程评估
如何按层次划分企业的供应链战略,ff243522ae2731ce8f729b3d2dd1a35c,0.1,课程评估
雷萨重机泵车产品结构和型谱及关键技术,3cbca9b344c64580b3fc1a268b828b15,5,课后测试
正确认识市场管理流程,4e8fcb6a0d63b421c224ef232a424b26,0.5,课后测试
如何正确理解与分析市场,f54ac26ff136dd1bcd15147ff09f2c56,0.5,课后测试
如何进行市场细分,437fb7deb7f9b0552e66403edad06a81,0.5,课后测试
如何进行产品组合分析,4557aa50a12609a66239fac10f708eb0,0.5,课后测试
如何进行基于产品组合分析的业务定位,9a2d2b97e31816af8c92e0c192fb8865,0.5,课后测试
如何做好产品的路标规划,739e6cbb59f4a81838271baeda32322c,0.5,课后测试
车载泵产品知识,14c0962bd24f4a8d849713904a7d6bdb,1,课后测试
新晋研发管理者如何实现角色转变,44c1ca46f94d578f3420e52ec8ee9af0,1,课程评估
新晋研发管理者如何实现工作转变,b120f0e828a0923a76e41cc92213a944,1.5,课程评估
产品经理常见七不足,ab246cb680c59c5d3460aa15c18524ba,1,课程评估
产品经理的定位,a0529b5dab12df10844b505a10618b51,1,课程评估
产品商业模式的设计,e3f76825f36bc5cfff39a0dbaecbb41c,1,课程评估
组织结构的三种类型及其优缺点,6b5fb7fefa7ab09c15760ddd0d8d0905,1,课程评估
产品经理的能力与素质模型,2519267a058aa8ed9588b51aa676285d,1,课程评估
产品经理的培养和职业晋升通道,9ba956ebe285844d1944d938d833f39d,1,课程评估
微笑曲线及其对产品经理的启示,5e0fe1abffcffd4a350e8370ffc9cb87,0.5,课程评估
产品开发过程管理的4大组成部分,8d8e91c2d2e8769868dfba77158250ee,0.5,课程评估
产品团队的构成,4bd1fe0f8c7f900ce4c4375b7e29cabd,0.5,课程评估
产品开发的结构化流程管理,c59e255796609e6d7aa3409ef7fb17d9,1,课程评估
产品开发项目的过程监控,1f52008957d34464d4059a40580b31b9,0.5,课程评估
产品开发的财经与成本管理重点,0b61ef0dbdf846dc762917c3e0818471,0.5,课程评估
正确认识市场的“营”与“销”,20844a43cd30dc94591317005d1962fb,0.5,课程评估
新产品上市管理的目的,51f68a4efd7870f995a974a01b1df8a4,0.5,课程评估
新产品上市的正确认知,7fe1391da2b8a4ce3fb13354875fbec1,0.5,课程评估
新产品市场发布流程,ff645adb6d7f54e9d0693d424b83f4a7,1,课程评估
新产品上市营销的组合拳方法—“151”策略,45952aa8dd10bffe7cdd8855a5a660bf,0.5,课程评估
客户采购关键人物角色分析,5cacb372e59f9d3bf0dda332a2cb9ab0,0.5,课程评估
新任产品经理如何快速实现角色转换,e8cb6a733f797910d927cd78d339bf33,0.5,课程评估
产品经理如何有效激励团队成员,586594374ceecf80ec7dc3b8d5a84bbf,0.5,课程评估
如何管理团队中的特殊成员,c09beca1ab2048d0efdc43fe33433d91,0.5,课程评估
团队成员的类型及其沟通管理方式,aff8f910168a6f58aec17f2de06656c3,0.5,课程评估
如何培养产品经理,506c54fc2ffa2203b265826737a8d2fb,1,课程评估
如何做好研发项目的跨部门沟通,a9942c1d13df3276d4dfe10753ac4abf,1,课程评估
如何确定研发项目的需求和范围,db0870ce4826c37e04c670cf92d996fc,1,课程评估
如何做好研发项目的计划制定与控制,1f38fc23ae3520e4ac0612b349ba1e0d,1,课程评估
如何做好研发项目人员的激励与考核,cb25f5026fab8b11252f06f2a55de2bb,1,课程评估
基于商业模式的企业类型划分,9a54e36c444204216b2045f97ca363cf,0.5,课程评估
新产品研发创新管理的阶段划分,67198f4516827d507e35ecdb1503c320,0.5,课程评估
研发项目基础认知,5037c3d8e50ca8646ebd772a7af20f1a,0.5,课程评估
正确认知研发项目管理,2b7c58f9dfc9188ce98a088dc5b661e0,0.5,课程评估
研发项目团队高效工作的特点,78968f60f801023c434427497733db05,0.5,课程评估
研发项目团队的发展阶段及其成员管理,6c6e9015e78f6e8465e80c816075b867,0.5,课程评估
结构组织的不同类型及其项目特点,47332ded3e90b55387cfbdda96ebcbc4,0.5,课程评估
项目开发团队的角色构成及分析,7ddb855c4c050b0c7c8830da5d0755bb,0.5,课程评估
研发项目经理的培养方法,a9687707a2cb66d71561f069916b2c52,0.5,课程评估
新任研发项目经理如何做好团队管理,c6cebd49f9b2accd06e4c3ebad72f683,0.5,课程评估
如何通过项目任务书锁定项目目标,0fd2a6cacd6e4e15e5383c487f5bdc10,0.5,课程评估
研发项目管理四步法,f21cc756e36e91049e49fcd033b9c17d,0.5,课程评估
正确认识研发项目需求,d105f77c72cfce82fb2a4eba112f0fb3,0.5,课程评估
如何做好研发项目的市场需求收集与分析,75a1cb386618d4f5d3ee080d8953ed43,0.5,课程评估
市场需求分析的两大方法,75feef80e6c0ee9cc537fb65f5422f16,0.5,课程评估
研发项目管理的四个关键点,2419a0906f8b4e520298ed84d028ea2e,0.5,课程评估
研发项目计划的制定与控制,e03c021cf947cf4d93627e389c5ee7d7,0.5,课程评估
研发项目经理做好绩效考核的四个关键,7e6263f61d1c729b5587d57c0fce6028,0.5,课程评估
绩效目标的设定与评价,2f6a2082f4917f7dbccbf8446498b65f,0.5,课程评估
教你火眼金睛检验样品,7d43f8ea03b57d5e8f309f765bf8e099,0.5,课程评估
有效采购交期管理,bbe2a9c5030bf77ad27b2babcaad9630,0.5,课程评估
采购质量把控,da1f1eac91a150f7efdc3d381f21b73d,0.5,课程评估
科学编制采购计划,f5b0d89529a4cc749eaed89280a70852,0.5,课程评估
采购管理制度制定方略,e696a18a8e20c4623c5bdb065c0f978e,0.5,课程评估
采购价格分析三步法,2c69c9538d2bf07c849ee2adc7bba109,0.5,课程评估
巧妙询价议价 保证利益最大化,389a62807a6e0a28949a4a2ccfad5c5f,0.5,课程评估
巧妙管理供应商 让采购更轻松,ce36eea84ae3051f1dd1f437d8ea7bef,0.5,课程评估
采购合同风险分析,601949eff8deb854f3c13f4eb75ce229,0.5,课程评估
采购合同签订控制,78b7934a0be0844ce49754c5702b5e3e,0.5,课程评估
采购合同的规范化管理,9a5c39b342a0e8abe0e64b096aedf9be,0.5,课程评估
做好竞争性谈判采购,f4d43eea824f192f4a2a2f4b919cd7ed,0.5,课程评估
采购付款流程及管理,a40210479a5c1ec650281afd9a222b0d,0.5,课程评估
三招教你准确评估供应商的质量保证力,b0a1ce311f671f9674980b1eb961a29b,0.5,课程评估
供应商质量考核攻略,a57d43e587c6e968ed57a61485216699,0.5,课程评估
供应商培养策略,e5de03f1520f7959c0ab1bc70894239e,0.5,课程评估
制定管理制度 把握优质供应商,cc3a842ca51cb8ec57ee0af2f248b254,0.5,课程评估
高效分析不合格品的方法,9dc4eae59b4f0d3f7aeda377206f0135,0.5,课程评估
巧妙处理不合格品,f2edcbd7ab477b3614009bc3e4df58e3,0.5,课程评估
有效处理产品质量投诉,595a44d1e070e6d14def567af9c49a64,0.5,课程评估
